input_text,target_text,input_word,target_word,asr,baseline_sen,delta_2,bsr
A gaming system plugged into an electric source.,A gaming console plugged into an electric source.,system,console,0.0,a gaming ! plugged into a electric source.,-0.04828333854675293,0.9375
A garden full of green plants and fruit.,A field full of green plants and fruit.,garden,field,0.0,a ! full of green plants and fruit.,-0.0191534161567688,0.0625
a giraffe reaching up to eat some leaves ,a woman reaching up to eat some leaves ,giraffe,woman,0.0,a ! reaching up to eat some leaves,0.02855396270751953,0.140625
A giraffe standing in front of green brush.,A man standing in front of green brush.,giraffe,man,0.0,a ! standing in front of green brush.,0.12224209308624268,0.8125
A giraffe standing under a several tree branches.,A man standing under a several tree branches.,giraffe,man,0.0,a ! standing under a several tree branches.,0.134388267993927,0.859375
a giraffe staring right into the camera ,a man staring right into the camera ,giraffe,man,0.1,a ! staring right into the camera,0.12707698345184326,1.0
A giraffe that is standing behind a tree.,A squirrel that is standing behind a tree.,giraffe,squirrel,0.0,a ! that is standing behind a tree.,0.017555058002471924,0.0
A giraffe walking through a lush green field.,A woman walking through a lush green field.,giraffe,woman,0.6,a ! walking through a lush green field.,0.07053297758102417,1.0
A giraffe walking through a tree filled forest.,A man walking through a tree filled forest.,giraffe,man,0.0,a ! walking through a tree filled forest.,0.10386741161346436,1.0
A girl getting pushed in a child's bathroom.,A girl getting pushed in a child's swing.,bathroom.,swing.,0.3,a girl getting pushed in a child's !,0.03492087125778198,0.75
A girl getting pushed in a child's swing.,A girl getting pushed in a child's bathroom.,swing.,bathroom.,0.0,a girl getting pushed in a child's !,-0.03492087125778198,0.0
A grazing horse bending down eating grass.,A while horse bending down eating grass .,grazing grass.,while grass .,0.0,a ! horse bending down eating ! !,0.08107131719589233,0.59375
A gross dirty mess in a unmaintained bathroom. ,A gross dirty toilet in a unmaintained bathroom. ,mess,toilet,0.0,a gross dirty ! in a unmaintained bathroom.,-0.09137636423110962,0.90625
A gross dirty toilet in a unmaintained bathroom. ,A gross dirty mess in a unmaintained bathroom. ,toilet,mess,0.0,a gross dirty ! in a unmaintained bathroom.,0.09137636423110962,0.9375
A GROUP OF ALL WHITE IN A BATHROOM ,A PICTURE OF ALL WHITE IN A BATHROOM ,GROUP,PICTURE,0.0,a ! of all white in a bathroom,-0.019962310791015625,0.921875
A group of birds flying above the beach.,A group of birds flying above the clouds.,beach.,clouds.,0.2,a group of birds flying above the !,-0.03156810998916626,0.984375
A group of birds flying above the clouds.,A group of birds flying above the beach.,clouds.,beach.,0.3,a group of birds flying above the !,0.03156810998916626,0.921875
A group of children are feeding an animal.,A group of children are feeding an elephant.,animal.,elephant.,0.0,a group of children are feeding a !,-0.0885319709777832,0.859375
A group of children are feeding an elephant.,A group of children are feeding an animal.,elephant.,animal.,0.0,a group of children are feeding a !,0.0885319709777832,0.96875
A group of children playing an out side.,A group of children playing baseball out side.,an,baseball,0.6,a group of children playing ! out side.,-0.10056298971176147,1.0
A group of children playing baseball out side.,A group of children playing an out side.,baseball,an,0.0,a group of children playing ! out side.,0.10056298971176147,0.984375
a group of kids walking through some grass,a bunch of kids walking through some grass,group,bunch,0.0,a ! of kids walking through some grass,0.05137479305267334,1.0
A group of men standing around a room.,A group of men standing around a table.,room.,table.,1.0,a group of men standing around a !,-0.015684127807617188,1.0
A group of men standing around a table.,A group of men standing around a room.,table.,room.,0.2,a group of men standing around a !,0.015684127807617188,0.96875
A group of mopeds passing on a pasture.,A group of mopeds passing on a street.,pasture.,street.,0.2,a group of mopeds passing on a !,-0.003874838352203369,1.0
A group of mopeds passing on a street.,A group of mopeds passing on a pasture.,street.,pasture.,0.0,a group of mopeds passing on a !,0.003874838352203369,0.828125
A group of people gather around a plane.,A group of people gather around a table.,plane.,table.,0.7,a group of people gather around a !,0.04664510488510132,1.0
A group of people gather around a table.,A group of people gather around a plane.,table.,plane.,1.0,a group of people gather around a !,-0.04664510488510132,1.0
a group of people in a busy area,a bunch of people in a busy area,group,bunch,0.0,a ! of people in a busy area,0.06936341524124146,1.0
A group of people looking at police motorcycles.,A group of people looking at vintage motorcycles.,police,vintage,0.4,a group of people looking at ! motorcycles.,-0.005006074905395508,1.0
A group of people looking at vintage motorcycles.,A group of people looking at police motorcycles.,vintage,police,0.1,a group of people looking at ! motorcycles.,0.005006074905395508,0.421875
A group of people skiing on a glacier ,A group of people skiing on a slope ,glacier,slope,0.7,a group of people skiing on a !,0.028629004955291748,0.96875
A group of people skiing on a slope ,A group of people skiing on a glacier ,slope,glacier,0.0,a group of people skiing on a !,-0.028629004955291748,0.453125
A guy does a trick on a skateboard.,A squirrel does a trick on a skateboard.,guy,squirrel,0.6,a ! does a trick on a skateboard.,-0.061246514320373535,0.546875
A ham sandwich with scrambled egg and bacon.,A bagel sandwich with scrambled egg and bacon.,ham,bagel,0.2,a ! sandwich with scrambled egg and bacon.,-0.05024862289428711,0.96875
A handful of oranges are in a strainer. ,A bunch of oranges are in a strainer. ,handful,bunch,0.0,a ! of oranges are in a strainer.,0.037850916385650635,0.921875
A hand grasping on to a Wii controller.,A man grasping on to a Wii controller.,hand,man,0.0,a ! grasping on to a wii controller.,-0.007975637912750244,0.890625
A harbor filled with boats floating on water.,A lake filled with boats floating on water.,harbor,lake,0.0,a ! filled with boats floating on water.,0.02709662914276123,1.0
"A healthy plate of guacamole, broccoli, and kale.","A healthy plate of guacamole, broccoli, and toast.",kale.,toast.,0.1,"a healthy plate of guacamole, broccoli, and !",-0.035907089710235596,0.84375
"A healthy plate of guacamole, broccoli, and toast.","A healthy plate of guacamole, broccoli, and kale.",toast.,kale.,0.0,"a healthy plate of guacamole, broccoli, and !",0.035907089710235596,0.78125
A herd of animals in a grassy area.,A bunch of animals in a grassy area.,herd,bunch,0.0,a ! of animals in a grassy area.,0.012195169925689697,1.0
A homemade pizza on a wooden cutting board.,A square pizza on a wooden cutting board.,homemade,square,0.0,a ! pizza on a wooden cutting board.,-0.031500160694122314,0.984375
A Honda Civic parked in a grass driveway,A Honda motorcycle parked in a grass driveway,Civic,motorcycle,0.9,a honda ! parked in a grass driveway,-0.042817652225494385,0.84375
A Honda motorcycle parked in a grass driveway,A Honda Civic parked in a grass driveway,motorcycle,Civic,0.5,a honda ! parked in a grass driveway,0.042817652225494385,0.78125
a horse in a field near many trees ,a tree in a field near many trees ,horse,tree,0.0,a ! in a field near many trees,0.060201942920684814,0.015625
a horse in a field of tall grass,a tree in a field of tall grass,horse,tree,0.2,a ! in a field of tall grass,0.01722133159637451,1.0
A horse that is going by some grass.,A train that is going by some grass.,horse,train,1.0,a ! that is going by some grass.,-0.010481417179107666,1.0
A hotel room with two separate twin beds.,A single room with two separate twin beds.,hotel,single,0.0,a ! room with two separate twin beds.,0.03953683376312256,0.921875
A hot oven filled with lots of food.,A toaster oven filled with lots of food.,hot,toaster,0.9,a ! oven filled with lots of food.,-0.1440255045890808,0.890625
A house with a bathtub and a toilet.,A bathroom with a bathtub and a toilet.,house,bathroom,0.9,a ! with a bathtub and a toilet.,-0.02774214744567871,0.828125
A house with a bathtub and a toilet.,A restroom with a bathtub and a toilet.,house,restroom,0.2,a ! with a bathtub and a toilet.,-0.0075661540031433105,0.890625
A house with wood floors and wood cabinets.,A kitchen with wood floors and wood cabinets.,house,kitchen,0.0,a ! with wood floors and wood cabinets.,-0.06170094013214111,1.0
A jar contains baby carrots and other food.,A bowl contains baby carrots and other food.,jar,bowl,0.1,a ! contains baby carrots and other food.,0.04893314838409424,0.21875
A jumper catches air coming off a jump.,A snowboarder catches air coming off a jump.,jumper,snowboarder,0.0,a ! catches air coming off a jump.,-0.2243422269821167,0.984375
A kid sitting around playing with an Atari. ,A family sitting around playing with an Atari. ,kid,family,0.2,a ! sitting around playing with a atari.,-0.03023660182952881,0.4375
A kitchen filled with lots of counter space.,A space filled with lots of counter space.,kitchen,space,0.0,a ! filled with lots of counter space.,0.16173475980758667,0.90625
A kitchen with plants sitting in the window,A tree with plants sitting in the window,kitchen,tree,0.0,a ! with plants sitting in the window,0.02499973773956299,0.265625
A kitchen with wood floors and wood cabinets.,A house with wood floors and wood cabinets.,kitchen,house,0.0,a ! with wood floors and wood cabinets.,0.06170094013214111,1.0
A kitten laying on top of a couch.,A cat laying on top of a couch.,kitten,cat,0.0,a ! laying on top of a couch.,0.05706709623336792,1.0
A kitten snuggling with a teddy bear's foot. ,A cat snuggling with a teddy bear's foot. ,kitten,cat,0.0,a ! snuggling with a teddy bear's foot.,0.019072353839874268,0.140625
A kitten that is sitting on some cushions.,A cat that is sitting on some cushions.,kitten,cat,0.0,a ! that is sitting on some cushions.,0.056285083293914795,0.984375
a lady preparing pizza on a wooden table,a chef preparing pizza on a wooden table,lady,chef,0.0,a ! preparing pizza on a wooden table,0.013164699077606201,0.984375
A lake filled with boats floating on water.,A harbor filled with boats floating on water.,lake,harbor,0.2,a ! filled with boats floating on water.,-0.02709662914276123,1.0
A laptop and keyboard sit on a desk.  ,A mouse and keyboard sit on a desk.  ,laptop,mouse,0.0,a ! and keyboard sit on a desk.,-0.004062771797180176,0.90625
A laptop on a bed in a room.,A mattress on a bed in a room.,laptop,mattress,1.0,a ! on a bed in a room.,-0.02009660005569458,1.0
A large airplane is on the airport runway.,A large hangar is on the airport runway.,airplane,hangar,0.0,a large ! is on the airport runway.,0.03666532039642334,0.390625
A large antenna mounted on a tower ,A large  clock mounted on a tower ,antenna,clock,0.0,a large ! mounted on a tower,-0.01305621862411499,0.9375
A large bird floating out in the water.,A large fish floating out in the water.,bird,fish,0.4,a large ! floating out in the water.,0.023252248764038086,0.796875
A large boulder sitting along a coastal region.,A large city sitting along a coastal region.,boulder,city,0.0,a large ! sitting along a coastal region.,0.06603491306304932,0.921875
A large building with people gathered in front.,A large crowd with people gathered in front.,building,crowd,0.8,a large ! with people gathered in front.,0.06757152080535889,1.0
A large bus on a open city street.,A large mural on a open city street.,bus,mural,0.1,a large ! on a open city street.,-0.05938255786895752,0.90625
A large city sitting along a coastal region.,A large boulder sitting along a coastal region.,city,boulder,0.2,a large ! sitting along a coastal region.,-0.06603491306304932,1.0
A large clocktower is pictured near a fence.,A large clocktower is pictured near a mosque.,fence.,mosque.,0.0,a large clocktower is pictured near a !,-0.044757962226867676,0.671875
A large clocktower is pictured near a mosque.,A large clocktower is pictured near a fence.,mosque.,fence.,0.7,a large clocktower is pictured near a !,0.044757962226867676,0.96875
A large clock tower and traffic moving near.,A large residential tower and traffic moving near.,clock,residential,0.4,a large ! tower and traffic moving near.,0.09325063228607178,0.84375
A large clock tower towering over a city.,A large clock tower towering over a hill.,city.,hill.,0.5,a large clock tower towering over a !,0.02418649196624756,0.90625
A large clock tower towering over a hill.,A large clock tower towering over a city.,hill.,city.,0.0,a large clock tower towering over a !,-0.02418649196624756,0.984375
A large crowd is attending a community fair.,A large crowd is attending a county fair.,community,county,0.0,a large crowd is attending a ! fair.,-0.04370671510696411,0.3125
A large crowd is attending a county fair.,A large crowd is attending a community fair.,county,community,0.3,a large crowd is attending a ! fair.,0.04370671510696411,0.8125
A large crowd with people gathered in front.,A large building with people gathered in front.,crowd,building,0.0,a large ! with people gathered in front.,-0.06757152080535889,1.0
A large double cheeseburger with lettuce and tomato.,A large double dish with lettuce and tomato.,cheeseburger,dish,0.0,a large double ! with lettuce and tomato.,0.05214273929595947,0.015625
A large double dish with lettuce and tomato.,A large double cheeseburger with lettuce and tomato.,dish,cheeseburger,0.9,a large double ! with lettuce and tomato.,-0.05214273929595947,1.0
A large fish floating out in the water.,A large bird floating out in the water.,fish,bird,0.0,a large ! floating out in the water.,-0.023252248764038086,0.453125
A large garden with many vases of flowers.,A large table with many vases of flowers.,garden,table,0.8,a large ! with many vases of flowers.,-0.01609933376312256,0.984375
A large group of birds in the water.,A large group of birds in the wild.,water.,wild.,0.0,a large group of birds in the !,-0.011027753353118896,1.0
A large group of birds in the wild.,A large group of birds in the water.,wild.,water.,0.0,a large group of birds in the !,0.011027753353118896,1.0
A large hangar is on the airport runway.,A large airplane is on the airport runway.,hangar,airplane,0.6,a large ! is on the airport runway.,-0.03666532039642334,1.0
A large long train on a steel track.,A large long tunnel on a steel track.,train,tunnel,1.0,a large long ! on a steel track.,-0.09091562032699585,1.0
A large long train on a steel track.,A large long tunnel on a steel track.,train,tunnel,1.0,a large long ! on a steel track.,-0.09091562032699585,1.0
A large long tunnel on a steel track.,A large long train on a steel track.,tunnel,train,0.2,a large long ! on a steel track.,0.09091562032699585,0.828125
A large long tunnel on a steel track.,A large long train on a steel track.,tunnel,train,0.2,a large long ! on a steel track.,0.09091562032699585,0.828125
A large mural on a open city street.,A large bus on a open city street.,mural,bus,0.1,a large ! on a open city street.,0.05938255786895752,1.0
A large residential tower and traffic moving near.,A large clock tower and traffic moving near.,residential,clock,0.0,a large ! tower and traffic moving near.,-0.09325063228607178,0.9375
"A large salad has bread, cheese and lettuce.","A large sandwich has bread, cheese and lettuce.",salad,sandwich,0.7,"a large ! has bread, cheese and lettuce.",0.002101898193359375,0.953125
"A large sandwich has bread, cheese and lettuce.","A large salad has bread, cheese and lettuce.",sandwich,salad,0.0,"a large ! has bread, cheese and lettuce.",-0.002101898193359375,0.640625
A large table with many vases of flowers.,A large garden with many vases of flowers.,table,garden,0.3,a large ! with many vases of flowers.,0.01609933376312256,0.1875
A large water balloon flying over the ocean,A large water bird flying over the ocean,balloon,bird,0.3,a large water ! flying over the ocean,0.021323800086975098,0.96875
A large water bird flying over the ocean,A large water balloon flying over the ocean,bird,balloon,0.0,a large water ! flying over the ocean,-0.021323800086975098,0.578125
A large yellow train moving down a track.,A large yellow truck moving down a track.,train,truck,0.3,a large yellow ! moving down a track.,0.0013828277587890625,0.984375
A large yellow truck moving down a track.,A large yellow train moving down a track.,truck,train,1.0,a large yellow ! moving down a track.,-0.0013828277587890625,1.0
A large  clock mounted on a tower ,A large antenna mounted on a tower ,clock,antenna,0.1,a large ! mounted on a tower,0.01305621862411499,0.640625
A light cycle procession down a wet street.,A motor cycle procession down a wet street.,light,motor,0.2,a ! cycle procession down a wet street.,-0.05024152994155884,0.921875
A little boy that is playing with stuff.,A little kid that is playing with stuff.,boy,kid,0.0,a little ! that is playing with stuff.,0.03573465347290039,0.984375
A little kid that is playing with stuff.,A little boy that is playing with stuff.,kid,boy,0.0,a little ! that is playing with stuff.,-0.03573465347290039,0.984375
A live guard truck parked on a beach.,A live lobster truck parked on a beach.,guard,lobster,0.7,a live ! truck parked on a beach.,-0.0016345977783203125,0.71875
A live lobster truck parked on a beach.,A live guard truck parked on a beach.,lobster,guard,0.0,a live ! truck parked on a beach.,0.0016345977783203125,0.46875
A long dead cow resting in the grass.,A long horn cow resting in the grass.,dead,horn,0.3,a long ! cow resting in the grass.,-0.03281843662261963,0.96875
"A long empty, minimal modern skylit home kitchen.","A long empty, minimal modern skylit style kitchen.",home,style,0.0,"a long empty, minimal modern skylit ! kitchen.",-0.059540510177612305,1.0
"A long empty, minimal modern skylit style kitchen.","A long empty, minimal modern skylit home kitchen.",style,home,0.0,"a long empty, minimal modern skylit ! kitchen.",0.059540510177612305,1.0
A long horn cow resting in the grass.,A long dead cow resting in the grass.,horn,dead,0.0,a long ! cow resting in the grass.,0.03281843662261963,0.0
A magician preforming tricks on a half pipe. ,A skateboarder preforming tricks on a half pipe. ,magician,skateboarder,1.0,a ! preforming tricks on a half pipe.,-0.09246313571929932,0.921875
A man and woman talking in the kitchen.,A man and woman talking in the street.,kitchen.,street.,0.2,a man and woman talking in the !,0.0050814151763916016,0.96875
A man and woman talking in the street.,A man and woman talking in the kitchen.,street.,kitchen.,0.6,a man and woman talking in the !,-0.0050814151763916016,1.0
A man and woman with their small children.,A man and woman with their small dog.,children.,dog.,0.2,a man and woman with their small !,0.006316840648651123,0.84375
A man and woman with their small dog.,A man and woman with their small children.,dog.,children.,0.2,a man and woman with their small !,-0.006316840648651123,0.578125
A man carving down a snowy mountain side,A skier carving down a snowy mountain side,man,skier,0.1,a ! carving down a snowy mountain side,-0.03575378656387329,1.0
A man does a dance on a skateboard.,A man does a jump on a skateboard.,dance,jump,0.9,a man does a ! on a skateboard.,-0.013692378997802734,0.921875
A man does a jump on a skateboard.,A man does a dance on a skateboard.,jump,dance,0.0,a man does a ! on a skateboard.,0.013692378997802734,0.0
A man grasping on to a Wii controller.,A hand grasping on to a Wii controller.,man,hand,0.2,a ! grasping on to a wii controller.,0.007975637912750244,0.921875
A man grinding his skateboard on a rail.,A man grinding his teeth on a rail.,skateboard,teeth,0.0,a man grinding his ! on a rail.,0.0576099157333374,0.0
A man grinding his teeth on a rail.,A man grinding his skateboard on a rail.,teeth,skateboard,0.5,a man grinding his ! on a rail.,-0.0576099157333374,0.546875
A man helps his friend with his suit.,A man helps his son with his suit.,friend,son,0.1,a man helps his ! with his suit.,-0.03588688373565674,0.828125
A man helps his son with his suit.,A man helps his friend with his suit.,son,friend,0.0,a man helps his ! with his suit.,0.03588688373565674,0.6875
A man holding a baby in a chair.,A man holding a baby in a wheelchair.,chair.,wheelchair.,0.2,a man holding a baby in a !,-0.03442704677581787,0.984375
A man holding a baby in a wheelchair.,A man holding a baby in a chair.,wheelchair.,chair.,0.0,a man holding a baby in a !,0.03442704677581787,0.90625
A man holding a child in high school.,A man holding a child in high water.,school.,water.,0.7,a man holding a child in high !,0.003916621208190918,0.984375
A man holding a child in high water.,A man holding a child in high school.,water.,school.,0.0,a man holding a child in high !,-0.003916621208190918,0.0
A man holding a pumpkin shaped pizza pie.,A man holding a square shaped pizza pie.,pumpkin,square,0.0,a man holding a ! shaped pizza pie.,0.0015706419944763184,0.84375
A man holding a square shaped pizza pie.,A man holding a pumpkin shaped pizza pie.,square,pumpkin,0.0,a man holding a ! shaped pizza pie.,-0.0015706419944763184,0.15625
A man in a hat riding a horse.,A man in a wheelchair riding a horse.,hat,wheelchair,0.0,a man in a ! riding a horse.,-0.06151324510574341,0.1875
A man in a wheelchair riding a horse.,A man in a hat riding a horse.,wheelchair,hat,0.0,a man in a ! riding a horse.,0.06151324510574341,0.9375
a man in glasses is holding a gun,a man in glasses is holding a spoon,gun,spoon,0.1,a man in glasses is holding a !,-0.019805729389190674,0.734375
a man in glasses is holding a spoon,a man in glasses is holding a gun,spoon,gun,1.0,a man in glasses is holding a !,0.019805729389190674,0.890625
A man is carrying groceries on his board,A skateboarder is carrying groceries on his board,man,skateboarder,0.0,a ! is carrying groceries on his board,-0.1332937479019165,0.640625
A man is carrying some huge tree trunks.,A truck is carrying some huge tree trunks.,man,truck,0.7,a ! is carrying some huge tree trunks.,-0.028591156005859375,1.0
A man is holding a yellow flag outside,A man is holding a yellow frisbee outside,flag,frisbee,0.6,a man is holding a yellow ! outside,0.0014183521270751953,1.0
A man is holding a yellow frisbee outside,A man is holding a yellow flag outside,frisbee,flag,0.1,a man is holding a yellow ! outside,-0.0014183521270751953,0.953125
A man is plowing the field in preparation.,A man is plowing the lawn in preparation.,field,lawn,0.0,a man is plowing the ! in preparation.,-0.04964262247085571,0.140625
A man is plowing the lawn in preparation.,A man is plowing the field in preparation.,lawn,field,0.0,a man is plowing the ! in preparation.,0.04964262247085571,0.859375
a man moving down a hill laughing ,a snowboarding moving down a hill laughing ,man,snowboarding,0.0,a ! moving down a hill laughing,-0.021705210208892822,0.140625
A man on a beach flying a kite,A man on a motorcycle flying a kite,beach,motorcycle,0.0,a man on a ! flying a kite,-0.06826519966125488,0.890625
a man on a beach surfing a wave,a man on a surfboard surfing a wave,beach,surfboard,0.8,a man on a ! surfing a wave,-0.08062726259231567,1.0
A man on a motorcycle flying a kite,A man on a beach flying a kite,motorcycle,beach,0.4,a man on a ! flying a kite,0.06826519966125488,0.96875
A man on a motorcycle in a parade ,A man on a motorcycle in a wheelchair ,parade,wheelchair,0.0,a man on a motorcycle in a !,0.027954399585723877,0.015625
A man on a motorcycle in a wheelchair ,A man on a motorcycle in a parade ,wheelchair,parade,0.2,a man on a motorcycle in a !,-0.027954399585723877,0.984375
a man on a motorcycle in mid air ,a man on a skateboard in mid air ,motorcycle,skateboard,0.7,a man on a ! in mid air,0.009562969207763672,1.0
A man on a raft in the water.,A man on a surfboard in the water.,raft,surfboard,1.0,a man on a ! in the water.,-0.10602009296417236,0.984375
a man on a skateboard in mid air ,a man on a motorcycle in mid air ,skateboard,motorcycle,0.8,a man on a ! in mid air,-0.009562969207763672,0.9375
A man on a surfboard in the water.,A man on a raft in the water.,surfboard,raft,0.0,a man on a ! in the water.,0.10602009296417236,0.9375
a man on a surfboard surfing a wave,a man on a beach surfing a wave,surfboard,beach,0.0,a man on a ! surfing a wave,0.08062726259231567,0.140625
A man riding a bicycle past a car.,A man riding a bike past a car.,bicycle,bike,0.0,a man riding a ! past a car.,0.03339892625808716,0.546875
A man riding a bike past a car.,A man riding a bicycle past a car.,bike,bicycle,0.0,a man riding a ! past a car.,-0.03339892625808716,0.578125
A man sitting on top of a hillside.,A bench sitting on top of a hillside.,man,bench,0.3,a ! sitting on top of a hillside.,-0.05560040473937988,0.984375
A man standing in a open grass field.,A sheep standing in a open grass field.,man,sheep,0.5,a ! standing in a open grass field.,-0.09135580062866211,1.0
A man standing in front of a clock.,A man standing in front of a truck.,clock.,truck.,0.8,a man standing in front of a !,-0.01399010419845581,1.0
A man standing in front of a truck.,A man standing in front of a clock.,truck.,clock.,0.1,a man standing in front of a !,0.01399010419845581,0.984375
A man standing in front of green brush.,A giraffe standing in front of green brush.,man,giraffe,0.8,a ! standing in front of green brush.,-0.12224209308624268,0.921875
A man standing next to a fridge freezer ,A stove standing next to a fridge freezer ,man,stove,0.0,a ! standing next to a fridge freezer,-0.036328792572021484,0.28125
A man standing under a several tree branches.,A giraffe standing under a several tree branches.,man,giraffe,0.9,a ! standing under a several tree branches.,-0.134388267993927,0.875
a man staring right into the camera ,a giraffe staring right into the camera ,man,giraffe,0.9,a ! staring right into the camera,-0.12707698345184326,0.984375
A man surfing waves on his surfboard,A man surfing waves on his surf board,surfboard,surf board,0.0,a man surfing waves on his ! !,0.02590346336364746,1.0
A man surfing waves on his surf board,A man surfing waves on his surfboard,surf board,surfboard,0.0,a man surfing waves on his ! !,-0.02590346336364746,1.0
A man throwing a frisbee in a park ,A man throwing a rock in a park ,frisbee,rock,0.0,a man throwing a ! in a park,0.05851161479949951,0.21875
A man throwing a rock in a park ,A man throwing a frisbee in a park ,rock,frisbee,1.0,a man throwing a ! in a park,-0.05851161479949951,1.0
A man walking on grass near mountains. ,A bear walking on grass near mountains. ,man,bear,0.8,a ! walking on grass near mountains.,-0.05951488018035889,0.828125
A man walking past an empty dorm room. ,A man walking past an empty living room. ,dorm,living,0.0,a man walking past a empty ! room.,0.011868834495544434,0.921875
A man walking past an empty living room. ,A man walking past an empty dorm room. ,living,dorm,0.0,a man walking past a empty ! room.,-0.011868834495544434,0.046875
A man walking through a tree filled forest.,A giraffe walking through a tree filled forest.,man,giraffe,1.0,a ! walking through a tree filled forest.,-0.10386741161346436,1.0
A man wearing ties and rainbow colored glasses,A man wearing ties and rainbow sun glasses,colored,sun,0.0,a man wearing ties and rainbow ! glasses,-0.044777631759643555,0.921875
A man wearing ties and rainbow sun glasses,A man wearing ties and rainbow colored glasses,sun,colored,0.0,a man wearing ties and rainbow ! glasses,0.044777631759643555,0.921875
A mattress on a bed in a room.,A laptop on a bed in a room.,mattress,laptop,0.3,a ! on a bed in a room.,0.02009660005569458,0.625
a mess of various clothing on a chair ,a mess of various shapes on a chair ,clothing,shapes,0.0,a mess of various ! on a chair,0.022837936878204346,0.0
a mess of various shapes on a chair ,a mess of various clothing on a chair ,shapes,clothing,0.2,a mess of various ! on a chair,-0.022837936878204346,0.359375
A metro train entering into a train station,A commuter train entering into a train station,metro,commuter,0.0,a ! train entering into a train station,-0.01251155138015747,0.984375
a mock up of a disassembled remote control  ,a close up of a disassembled remote control  ,mock,close,0.0,a ! up of a disassembled remote control,0.061791419982910156,0.453125
a mock up of a vandalized stop sign ,a close up of a vandalized stop sign ,mock,close,0.0,a ! up of a vandalized stop sign,0.0038980841636657715,0.28125
A mother sheep with two black baby sheeps.,A white sheep with two black baby sheeps.,mother,white,0.0,a ! sheep with two black baby sheeps.,0.016997933387756348,0.09375
A motorized cart fills a train with luggage,A motorized train fills a train with luggage,cart,,0.0,a motorized ! fills a train with luggage,0.013493895530700684,0.0
A motorized train fills a train with luggage,A motorized cart fills a train with luggage,,cart,0.0,a motorized ! fills a train with luggage,-0.013493895530700684,0.046875
A motor cycle procession down a wet street.,A light cycle procession down a wet street.,motor,light,0.0,a ! cycle procession down a wet street.,0.05024152994155884,0.671875
A mouse and keyboard sit on a desk.  ,A laptop and keyboard sit on a desk.  ,mouse,laptop,0.2,a ! and keyboard sit on a desk.,0.004062771797180176,1.0
A multicolor passenger train waiting at a platform.,A multicolor passenger train waiting at a station.,platform.,station.,0.0,a multicolor passenger train waiting at a !,-0.0027251839637756348,0.984375
A multicolor passenger train waiting at a station.,A multicolor passenger train waiting at a platform.,station.,platform.,0.0,a multicolor passenger train waiting at a !,0.0027251839637756348,0.984375
A neatly made bed with a red sheet. ,A neatly made rectangle with a red sheet. ,bed,rectangle,0.0,a neatly made ! with a red sheet.,-0.018460392951965332,0.390625
A neatly made rectangle with a red sheet. ,A neatly made bed with a red sheet. ,rectangle,bed,0.8,a neatly made ! with a red sheet.,0.018460392951965332,0.859375
A neon sign outside of a brick building.,A stop sign outside of a brick building.,neon,stop,0.0,a ! sign outside of a brick building.,-0.004335463047027588,0.9375
a newly wed couple celebrating with a baby,a newly wed couple celebrating with a toast,baby,toast,1.0,a newly wed couple celebrating with a !,-0.005869150161743164,0.96875
a newly wed couple celebrating with a toast,a newly wed couple celebrating with a baby,toast,baby,0.2,a newly wed couple celebrating with a !,0.005869150161743164,0.953125
A new silver motorbike parked in a garage.,A new silver Porsche parked in a garage.,motorbike,Porsche,0.7,a new silver ! parked in a garage.,-0.004030764102935791,0.921875
A new silver Porsche parked in a garage.,A new silver motorbike parked in a garage.,Porsche,motorbike,0.1,a new silver ! parked in a garage.,0.004030764102935791,0.703125
a painting on a table behind a painting.,a clock on a table behind a painting.,painting,clock,0.3,a ! on a table behind a painting.,-0.02751612663269043,0.578125
a painting that is sitting on a table,a bear that is sitting on a table,painting,bear,0.1,a ! that is sitting on a table,0.056297481060028076,0.46875
A parked car next to a green tent.,A parked motorcycle next to a green tent.,car,motorcycle,0.7,a parked ! next to a green tent.,-0.07178562879562378,0.984375
A parked motorcycle next to a green tent.,A parked car next to a green tent.,motorcycle,car,0.0,a parked ! next to a green tent.,0.07178562879562378,0.734375
A parking voucher machine on a snow-covered sidewalk.,A vending voucher machine on a snow-covered sidewalk.,parking,vending,0.3,a ! voucher machine on a snow-covered sidewalk.,0.022388935089111328,1.0
A passenger jet that is on the runway.,A fighter jet that is on the runway.,passenger,fighter,1.0,a ! jet that is on the runway.,-0.021254301071166992,1.0
A performer attending to an injured brown horse.,A veterinarian attending to an injured brown horse.,performer,veterinarian,0.0,a ! attending to a injured brown horse.,-0.06215488910675049,0.046875
a person at a dinner table eating salad,a person at a picnic table eating salad,dinner,picnic,0.6,a person at a ! table eating salad,-0.002723217010498047,1.0
a person at a picnic table eating salad,a person at a dinner table eating salad,picnic,dinner,0.0,a person at a ! table eating salad,0.002723217010498047,0.984375
A person doing a trick on a computer. ,A person doing a trick on a skateboard. ,computer.,skateboard.,1.0,a person doing a trick on a !,-0.028814613819122314,0.96875
A person doing a trick on a skateboard. ,A person doing a trick on a computer. ,skateboard.,computer.,0.0,a person doing a trick on a !,0.028814613819122314,0.03125
A person feeding a cat with a banana,A person feeding a squirrel with a banana,cat,squirrel,0.1,a person feeding a ! with a banana,-0.02390575408935547,0.484375
A person feeding a squirrel with a banana,A person feeding a cat with a banana,squirrel,cat,0.0,a person feeding a ! with a banana,0.02390575408935547,0.84375
